,territoryName,null_votes,blank_votes,PPD/PSD.CDS-PP.PPM,PS,CH,B.E.,IL,ADN,L,PAN,PCP-PEV,VP,E,JPP,R.I.R.,ND,PCTP/MRPP,MPT.A,NC,PTP,PPD/PSD.CDS-PP,PPM
LOCAL-010204,Branca,33,54,1284.0,698.0,706.0,81.0,126.0,71.0,65.0,46.0,33.0,3.0,6.0,,9.0,8.0,12.0,2.0,,,,
LOCAL-010206,Ribeira de Fráguas,6,19,422.0,224.0,174.0,30.0,22.0,14.0,20.0,10.0,7.0,0.0,0.0,,7.0,1.0,0.0,2.0,,,,
LOCAL-010210,São João de Loure e Frossos,25,21,595.0,403.0,384.0,61.0,64.0,31.0,29.0,22.0,16.0,2.0,0.0,,11.0,2.0,1.0,0.0,,,,
LOCAL-010316,"Amoreira da Gândara, Paredes do Bairro e Ancas",16,26,706.0,300.0,325.0,40.0,55.0,32.0,23.0,17.0,13.0,2.0,0.0,,8.0,7.0,0.0,0.0,,,,
LOCAL-010317,Arcos e Mogofores,24,79,1308.0,893.0,577.0,137.0,205.0,44.0,98.0,76.0,73.0,4.0,3.0,,13.0,12.0,12.0,2.0,,,,
LOCAL-010304,Avelãs de Caminho,4,12,233.0,176.0,126.0,12.0,26.0,18.0,11.0,10.0,7.0,4.0,1.0,,1.0,1.0,1.0,1.0,,,,
LOCAL-010305,Avelãs de Cima,6,28,584.0,189.0,209.0,16.0,45.0,22.0,13.0,8.0,7.0,3.0,2.0,,8.0,7.0,3.0,1.0,,,,
LOCAL-010307,Moita,8,32,577.0,310.0,208.0,51.0,58.0,21.0,23.0,26.0,21.0,1.0,0.0,,9.0,2.0,5.0,0.0,,,,
LOCAL-010309,Sangalhos,32,53,797.0,482.0,467.0,104.0,97.0,27.0,38.0,31.0,41.0,2.0,2.0,,14.0,7.0,6.0,0.0,,,,
LOCAL-010310,São Lourenço do Bairro,21,41,559.0,306.0,227.0,45.0,64.0,26.0,19.0,23.0,11.0,6.0,2.0,,7.0,2.0,1.0,0.0,,,,
LOCAL-010318,"Tamengos, Aguim e Óis do Bairro",16,51,731.0,507.0,267.0,60.0,81.0,33.0,48.0,34.0,13.0,3.0,1.0,,6.0,11.0,4.0,4.0,,,,
LOCAL-010312,Vila Nova de Monsarros,10,20,306.0,269.0,145.0,20.0,43.0,17.0,10.0,8.0,11.0,2.0,0.0,,5.0,3.0,4.0,0.0,,,,
LOCAL-010313,Vilarinho do Bairro,17,23,803.0,231.0,306.0,25.0,47.0,32.0,18.0,13.0,10.0,0.0,0.0,,7.0,4.0,4.0,0.0,,,,
LOCAL-010402,Alvarenga,5,7,282.0,161.0,84.0,10.0,11.0,12.0,4.0,5.0,6.0,0.0,0.0,,1.0,6.0,2.0,0.0,,,,
LOCAL-010421,Arouca e Burgo,21,67,1290.0,867.0,434.0,90.0,120.0,39.0,48.0,52.0,39.0,3.0,1.0,,20.0,7.0,7.0,3.0,,,,
LOCAL-010422,Cabreiros e Albergaria da Serra,3,2,31.0,40.0,13.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,1.0,1.0,,,,
LOCAL-010423,Canelas e Espiunca,3,11,314.0,126.0,124.0,15.0,16.0,10.0,2.0,3.0,9.0,2.0,2.0,,8.0,4.0,3.0,2.0,,,,
LOCAL-010407,Chave,6,15,331.0,198.0,191.0,22.0,30.0,11.0,12.0,9.0,8.0,0.0,0.0,,7.0,5.0,1.0,0.0,,,,
LOCAL-010424,Covelo de Paivó e Janarde,0,2,55.0,25.0,11.0,2.0,2.0,2.0,4.0,3.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,
LOCAL-010409,Escariz,20,23,565.0,296.0,256.0,34.0,55.0,13.0,17.0,21.0,7.0,1.0,2.0,,7.0,5.0,3.0,0.0,,,,
LOCAL-010411,Fermedo,6,8,352.0,203.0,123.0,12.0,22.0,18.0,6.0,8.0,9.0,2.0,0.0,,2.0,2.0,3.0,0.0,,,,
LOCAL-010413,Mansores,8,13,372.0,123.0,119.0,3.0,32.0,18.0,8.0,5.0,4.0,2.0,0.0,,4.0,5.0,4.0,0.0,,,,
LOCAL-010414,Moldes,6,23,317.0,209.0,75.0,22.0,24.0,16.0,7.0,5.0,6.0,3.0,1.0,,6.0,2.0,3.0,0.0,,,,
LOCAL-010415,Rossas,8,23,445.0,202.0,176.0,18.0,24.0,20.0,7.0,11.0,13.0,2.0,0.0,,17.0,2.0,3.0,0.0,,,,
LOCAL-010416,Santa Eulália,10,25,584.0,388.0,230.0,35.0,45.0,21.0,26.0,16.0,16.0,2.0,1.0,,10.0,9.0,2.0,0.0,,,,
LOCAL-010417,São Miguel do Mato,4,4,203.0,91.0,54.0,3.0,8.0,7.0,2.0,5.0,4.0,0.0,0.0,,1.0,1.0,1.0,0.0,,,,
LOCAL-010418,Tropeço,7,9,298.0,148.0,165.0,16.0,21.0,16.0,14.0,6.0,3.0,0.0,3.0,,5.0,2.0,2.0,0.0,,,,
LOCAL-010419,Urrô,6,7,329.0,129.0,82.0,22.0,15.0,14.0,12.0,7.0,4.0,0.0,0.0,,1.0,0.0,0.0,1.0,,,,
LOCAL-010420,Várzea,3,7,151.0,86.0,63.0,7.0,10.0,3.0,8.0,2.0,0.0,0.0,1.0,,3.0,2.0,2.0,0.0,,,,
LOCAL-010501,Aradas,49,103,2160.0,1256.0,881.0,283.0,416.0,61.0,188.0,90.0,62.0,8.0,1.0,,14.0,12.0,11.0,3.0,,,,
LOCAL-010502,Cacia,40,97,1121.0,1196.0,837.0,258.0,232.0,46.0,114.0,94.0,55.0,6.0,7.0,,11.0,9.0,13.0,4.0,,,,
LOCAL-010515,Eixo e Eirol,41,65,1074.0,883.0,793.0,170.0,173.0,38.0,98.0,63.0,47.0,3.0,3.0,,13.0,9.0,8.0,2.0,,,,
LOCAL-010505,Esgueira,76,166,2258.0,2231.0,1378.0,466.0,497.0,70.0,271.0,153.0,143.0,12.0,8.0,,30.0,12.0,19.0,0.0,,,,
LOCAL-010517,Glória e Vera Cruz,90,197,4535.0,3268.0,1161.0,681.0,989.0,102.0,687.0,284.0,246.0,16.0,0.0,,14.0,16.0,19.0,3.0,,,,
LOCAL-010508,Oliveirinha,33,48,1081.0,527.0,595.0,95.0,130.0,42.0,72.0,26.0,18.0,3.0,1.0,,9.0,8.0,8.0,0.0,,,,
LOCAL-010516,"Requeixo, Nossa Senhora de Fátima e Nariz",21,34,1136.0,422.0,621.0,91.0,89.0,55.0,45.0,40.0,17.0,2.0,4.0,,7.0,12.0,12.0,1.0,,,,
LOCAL-010513,Santa Joana,65,90,1709.0,1220.0,859.0,222.0,283.0,59.0,138.0,103.0,57.0,9.0,6.0,,11.0,6.0,9.0,1.0,,,,
LOCAL-010510,São Bernardo,26,55,1315.0,710.0,504.0,162.0,227.0,44.0,127.0,72.0,37.0,3.0,3.0,,9.0,7.0,5.0,0.0,,,,
LOCAL-010511,São Jacinto,4,9,117.0,188.0,82.0,14.0,5.0,7.0,7.0,5.0,14.0,0.0,0.0,,4.0,1.0,3.0,0.0,,,,
LOCAL-010602,Fornos,11,12,272.0,302.0,67.0,16.0,21.0,5.0,4.0,8.0,8.0,1.0,0.0,,13.0,1.0,2.0,0.0,,,,
LOCAL-010610,"Raiva, Pedorido e Paraíso",31,40,676.0,970.0,421.0,94.0,74.0,40.0,41.0,35.0,37.0,5.0,2.0,,39.0,8.0,8.0,1.0,,,,
LOCAL-010606,Real,11,12,247.0,246.0,109.0,19.0,13.0,6.0,11.0,6.0,1.0,0.0,1.0,,6.0,2.0,1.0,0.0,,,,
LOCAL-010607,Santa Maria de Sardoura,19,24,539.0,491.0,163.0,20.0,36.0,15.0,12.0,20.0,3.0,0.0,1.0,,20.0,4.0,4.0,1.0,,,,
LOCAL-010608,São Martinho de Sardoura,16,10,544.0,330.0,160.0,24.0,31.0,20.0,14.0,15.0,6.0,1.0,1.0,,28.0,3.0,1.0,1.0,,,,
LOCAL-010611,Sobrado e Bairros,53,33,1200.0,935.0,417.0,79.0,88.0,22.0,42.0,28.0,24.0,1.0,0.0,,27.0,8.0,4.0,2.0,,,,
LOCAL-010706,Anta e Guetim,75,101,2353.0,2446.0,1043.0,313.0,356.0,115.0,150.0,156.0,193.0,15.0,16.0,,28.0,14.0,37.0,3.0,,,,
LOCAL-010702,Espinho,76,101,2956.0,1891.0,708.0,295.0,417.0,91.0,225.0,131.0,179.0,11.0,5.0,,19.0,19.0,19.0,3.0,,,,
LOCAL-010704,Paramos,20,23,521.0,724.0,261.0,74.0,94.0,21.0,29.0,39.0,56.0,3.0,3.0,,6.0,4.0,6.0,2.0,,,,
LOCAL-010705,Silvalde,42,51,926.0,1648.0,581.0,110.0,161.0,41.0,82.0,70.0,139.0,2.0,2.0,,16.0,12.0,25.0,2.0,,,,
LOCAL-010801,Avanca,41,57,1026.0,1016.0,691.0,141.0,142.0,39.0,61.0,63.0,59.0,5.0,2.0,,8.0,5.0,12.0,1.0,,,,
LOCAL-010808,Beduído e Veiros,62,104,1774.0,1569.0,1042.0,197.0,321.0,95.0,95.0,77.0,140.0,7.0,4.0,,17.0,21.0,11.0,4.0,,,,
LOCAL-010809,Canelas e Fermelã,19,31,591.0,437.0,305.0,64.0,64.0,22.0,48.0,23.0,50.0,6.0,1.0,,13.0,7.0,4.0,0.0,,,,
LOCAL-010805,Pardilhó,14,37,594.0,495.0,451.0,73.0,82.0,30.0,21.0,26.0,59.0,1.0,0.0,,6.0,5.0,7.0,0.0,,,,
LOCAL-010806,Salreu,36,35,796.0,523.0,380.0,78.0,101.0,31.0,29.0,24.0,29.0,4.0,2.0,,6.0,6.0,3.0,0.0,,,,
LOCAL-011005,Gafanha da Encarnação,39,65,1018.0,560.0,740.0,140.0,155.0,51.0,56.0,59.0,31.0,4.0,0.0,,15.0,11.0,4.0,6.0,,,,
LOCAL-011006,Gafanha da Nazaré,92,189,2827.0,1873.0,1905.0,413.0,550.0,131.0,260.0,201.0,102.0,17.0,10.0,,32.0,16.0,17.0,8.0,,,,
LOCAL-011007,Gafanha do Carmo,11,28,319.0,202.0,253.0,37.0,38.0,16.0,25.0,14.0,6.0,1.0,1.0,,1.0,3.0,3.0,1.0,,,,
LOCAL-011008,Ílhavo (São Salvador),94,161,3157.0,2507.0,1727.0,510.0,596.0,102.0,353.0,210.0,108.0,5.0,4.0,,39.0,15.0,24.0,7.0,,,,
LOCAL-011102,Barcouço,18,23,295.0,405.0,202.0,66.0,50.0,10.0,34.0,14.0,26.0,0.0,1.0,,7.0,2.0,2.0,0.0,,,,
LOCAL-011103,Casal Comba,16,38,449.0,573.0,302.0,98.0,105.0,21.0,40.0,29.0,40.0,2.0,2.0,,8.0,5.0,8.0,2.0,,,,
LOCAL-011104,Luso,9,55,329.0,527.0,221.0,93.0,56.0,13.0,24.0,29.0,38.0,3.0,0.0,,5.0,5.0,4.0,1.0,,,,
LOCAL-011109,"Mealhada, Ventosa do Bairro e Antes",40,81,1146.0,1122.0,583.0,189.0,190.0,46.0,103.0,56.0,68.0,4.0,0.0,,11.0,7.0,10.0,0.0,,,,
LOCAL-011106,Pampilhosa,28,56,503.0,791.0,383.0,157.0,102.0,20.0,68.0,39.0,75.0,2.0,2.0,,9.0,5.0,12.0,1.0,,,,
LOCAL-011107,Vacariça,7,29,257.0,408.0,163.0,50.0,31.0,12.0,15.0,8.0,15.0,0.0,0.0,,5.0,5.0,6.0,2.0,,,,
LOCAL-011201,Bunheiro,11,23,593.0,258.0,289.0,38.0,46.0,27.0,23.0,20.0,16.0,3.0,1.0,,11.0,5.0,7.0,0.0,,,,
LOCAL-011202,Monte,5,19,302.0,166.0,146.0,32.0,29.0,7.0,18.0,7.0,8.0,1.0,0.0,,3.0,4.0,3.0,0.0,,,,
LOCAL-011203,Murtosa,16,28,675.0,258.0,309.0,51.0,67.0,27.0,22.0,20.0,18.0,0.0,0.0,,9.0,4.0,3.0,3.0,,,,
LOCAL-011204,Torreira,21,25,578.0,320.0,385.0,56.0,80.0,15.0,21.0,28.0,12.0,3.0,1.0,,6.0,3.0,5.0,0.0,,,,
LOCAL-011301,Carregosa,26,27,844.0,586.0,392.0,71.0,109.0,28.0,48.0,22.0,18.0,3.0,6.0,,19.0,5.0,6.0,1.0,,,,
LOCAL-011302,Cesar,27,30,668.0,559.0,375.0,71.0,107.0,39.0,42.0,40.0,21.0,3.0,1.0,,13.0,7.0,6.0,1.0,,,,
LOCAL-011303,Fajões,24,22,647.0,471.0,334.0,62.0,65.0,38.0,32.0,37.0,16.0,3.0,2.0,,11.0,9.0,4.0,0.0,,,,
LOCAL-011304,Loureiro,34,31,927.0,497.0,467.0,68.0,88.0,32.0,47.0,39.0,10.0,3.0,1.0,,11.0,5.0,8.0,2.0,,,,
LOCAL-011305,Macieira de Sarnes,13,16,318.0,489.0,154.0,34.0,62.0,16.0,19.0,25.0,21.0,6.0,0.0,,9.0,3.0,3.0,0.0,,,,
LOCAL-011320,Nogueira do Cravo e Pindelo,45,47,976.0,1081.0,572.0,128.0,156.0,36.0,47.0,67.0,36.0,11.0,3.0,,14.0,6.0,15.0,2.0,,,,
LOCAL-011321,"O. Azeméis, Riba-Ul, Ul, Macinhata Seixa, Madail",137,195,4126.0,3649.0,1953.0,551.0,698.0,168.0,265.0,227.0,108.0,24.0,20.0,,50.0,22.0,30.0,6.0,,,,
LOCAL-011310,Ossela,29,18,432.0,350.0,224.0,42.0,45.0,17.0,20.0,17.0,4.0,2.0,3.0,,9.0,4.0,3.0,1.0,,,,
LOCAL-011322,"Pinheiro da Bemposta, Travanca e Palmaz",41,61,1429.0,1125.0,778.0,142.0,125.0,60.0,73.0,69.0,32.0,2.0,2.0,,15.0,16.0,15.0,1.0,,,,
LOCAL-011315,São Martinho da Gândara,25,9,409.0,375.0,183.0,31.0,55.0,17.0,21.0,22.0,14.0,3.0,0.0,,5.0,3.0,0.0,1.0,,,,
LOCAL-011318,São Roque,31,46,1073.0,1125.0,490.0,119.0,165.0,44.0,47.0,58.0,26.0,10.0,2.0,,20.0,7.0,7.0,2.0,,,,
LOCAL-011319,Vila de Cucujães,80,90,1637.0,2405.0,836.0,275.0,291.0,73.0,148.0,110.0,65.0,6.0,1.0,,25.0,15.0,20.0,4.0,,,,
LOCAL-011407,"Bustos, Troviscal e Mamarrosa",44,49,1907.0,479.0,793.0,86.0,150.0,78.0,45.0,44.0,34.0,2.0,2.0,,19.0,11.0,9.0,1.0,,,,
LOCAL-011403,Oiã,34,88,1975.0,728.0,1028.0,103.0,284.0,78.0,45.0,54.0,36.0,5.0,15.0,,14.0,13.0,13.0,2.0,,,,
LOCAL-011404,Oliveira do Bairro,52,67,1423.0,617.0,831.0,139.0,213.0,60.0,60.0,49.0,30.0,3.0,3.0,,13.0,10.0,4.0,2.0,,,,
LOCAL-011405,Palhaça,15,20,783.0,194.0,358.0,34.0,72.0,37.0,17.0,9.0,9.0,2.0,0.0,,8.0,10.0,2.0,2.0,,,,
LOCAL-011502,Cortegaça,32,49,743.0,800.0,296.0,132.0,138.0,31.0,54.0,55.0,37.0,6.0,1.0,,5.0,2.0,8.0,2.0,,,,
LOCAL-011503,Esmoriz,89,110,2594.0,2236.0,1089.0,417.0,489.0,70.0,208.0,170.0,91.0,12.0,7.0,,36.0,22.0,36.0,0.0,,,,
LOCAL-011504,Maceda,24,43,586.0,747.0,361.0,75.0,97.0,26.0,39.0,28.0,40.0,2.0,1.0,,6.0,3.0,7.0,2.0,,,,
LOCAL-011509,"Ovar, S.João, Arada e S.Vicente de Pereira Jusã",159,351,5004.0,5655.0,2601.0,1139.0,951.0,168.0,497.0,378.0,441.0,38.0,20.0,,82.0,36.0,63.0,8.0,,,,
LOCAL-011507,Válega,35,63,1086.0,1259.0,659.0,192.0,157.0,44.0,76.0,72.0,59.0,5.0,3.0,,24.0,7.0,11.0,3.0,,,,
LOCAL-010901,Argoncilhe,59,57,1819.0,1452.0,849.0,208.0,333.0,70.0,115.0,97.0,71.0,13.0,8.0,,43.0,11.0,17.0,2.0,,,,
LOCAL-010902,Arrifana,39,53,1106.0,1380.0,535.0,143.0,169.0,42.0,79.0,75.0,42.0,2.0,3.0,,13.0,8.0,10.0,3.0,,,,
LOCAL-010932,Caldas de São Jorge e Pigeiros,24,39,691.0,833.0,407.0,106.0,101.0,18.0,41.0,49.0,43.0,6.0,0.0,,15.0,8.0,10.0,1.0,,,,
LOCAL-010933,"Canedo, Vale e Vila Maior",46,57,1986.0,1354.0,1060.0,205.0,265.0,67.0,116.0,85.0,48.0,10.0,7.0,,51.0,19.0,24.0,1.0,,,,
LOCAL-010904,Escapães,21,27,667.0,701.0,324.0,128.0,142.0,19.0,28.0,44.0,20.0,4.0,2.0,,8.0,7.0,8.0,1.0,,,,
LOCAL-010907,Fiães,55,66,1371.0,1524.0,688.0,221.0,199.0,57.0,78.0,93.0,100.0,5.0,7.0,,17.0,9.0,18.0,4.0,,,,
LOCAL-010908,Fornos,16,27,686.0,646.0,366.0,93.0,132.0,25.0,55.0,48.0,27.0,1.0,3.0,,11.0,5.0,6.0,1.0,,,,
LOCAL-010934,"Lobão, Gião, Louredo e Guisande",59,62,2092.0,1732.0,1235.0,225.0,285.0,65.0,98.0,104.0,53.0,8.0,17.0,,43.0,24.0,17.0,5.0,,,,
LOCAL-010913,Lourosa,62,65,1616.0,1725.0,986.0,183.0,226.0,76.0,95.0,88.0,54.0,9.0,4.0,,30.0,15.0,11.0,3.0,,,,
LOCAL-010914,Milheirós de Poiares,26,33,647.0,828.0,375.0,86.0,129.0,24.0,42.0,38.0,19.0,6.0,2.0,,15.0,1.0,11.0,2.0,,,,
LOCAL-010916,Mozelos,40,55,1404.0,1476.0,852.0,244.0,282.0,54.0,113.0,120.0,62.0,6.0,8.0,,31.0,6.0,19.0,1.0,,,,
LOCAL-010917,Nogueira da Regedoura,41,65,1213.0,1101.0,633.0,161.0,208.0,55.0,82.0,71.0,71.0,4.0,2.0,,16.0,8.0,11.0,4.0,,,,
LOCAL-010919,Paços de Brandão,34,51,1207.0,916.0,443.0,122.0,190.0,39.0,73.0,64.0,44.0,6.0,3.0,,15.0,9.0,10.0,3.0,,,,
LOCAL-010921,Rio Meão,33,45,1076.0,994.0,514.0,144.0,134.0,39.0,45.0,63.0,38.0,4.0,8.0,,6.0,10.0,8.0,3.0,,,,
LOCAL-010922,Romariz,24,32,629.0,542.0,308.0,55.0,64.0,35.0,27.0,34.0,16.0,4.0,1.0,,20.0,9.0,2.0,1.0,,,,
LOCAL-010924,Sanguedo,25,38,711.0,613.0,354.0,87.0,135.0,43.0,34.0,46.0,21.0,4.0,2.0,,11.0,6.0,14.0,2.0,,,,
LOCAL-010935,"Santa Maria da Feira, Travanca, Sanfins e Espargo",120,223,4567.0,3366.0,1593.0,553.0,967.0,112.0,390.0,246.0,128.0,16.0,9.0,,54.0,24.0,24.0,1.0,,,,
LOCAL-010925,Santa Maria de Lamas,21,45,1063.0,1053.0,494.0,127.0,172.0,45.0,54.0,71.0,30.0,3.0,4.0,,20.0,5.0,9.0,0.0,,,,
LOCAL-010926,São João de Ver,61,110,1985.0,2132.0,1206.0,323.0,319.0,92.0,157.0,132.0,84.0,11.0,9.0,,35.0,9.0,23.0,2.0,,,,
LOCAL-010936,São Miguel de Souto e Mosteirô,68,59,1155.0,1429.0,662.0,172.0,203.0,47.0,76.0,87.0,39.0,7.0,1.0,,25.0,10.0,13.0,5.0,,,,
LOCAL-010918,São Paio de Oleiros,22,40,691.0,848.0,426.0,136.0,108.0,26.0,47.0,39.0,103.0,4.0,3.0,,8.0,5.0,20.0,2.0,,,,
LOCAL-011601,São João da Madeira,141,184,3911.0,4989.0,1726.0,596.0,737.0,119.0,356.0,217.0,236.0,20.0,4.0,,29.0,33.0,41.0,3.0,,,,
LOCAL-011710,Cedrim e Paradela,7,14,449.0,129.0,228.0,19.0,20.0,18.0,10.0,6.0,8.0,2.0,0.0,,4.0,3.0,1.0,0.0,,,,
LOCAL-011702,Couto de Esteves,5,3,271.0,87.0,75.0,10.0,12.0,11.0,4.0,4.0,1.0,1.0,0.0,,1.0,2.0,1.0,0.0,,,,
LOCAL-011704,Pessegueiro do Vouga,9,9,551.0,176.0,216.0,37.0,48.0,15.0,25.0,11.0,17.0,1.0,0.0,,3.0,4.0,2.0,0.0,,,,
LOCAL-011705,Rocas do Vouga,13,7,409.0,223.0,171.0,22.0,27.0,11.0,14.0,7.0,7.0,0.0,1.0,,4.0,1.0,2.0,1.0,,,,
LOCAL-011706,Sever do Vouga,11,40,776.0,289.0,307.0,56.0,82.0,27.0,48.0,16.0,13.0,0.0,2.0,,4.0,2.0,2.0,1.0,,,,
LOCAL-011711,Silva Escura e Dornelas,15,23,560.0,281.0,235.0,27.0,42.0,21.0,26.0,21.0,16.0,0.0,0.0,,7.0,5.0,3.0,0.0,,,,
LOCAL-011708,Talhadas,6,14,366.0,180.0,164.0,8.0,20.0,5.0,7.0,6.0,6.0,1.0,2.0,,2.0,4.0,1.0,0.0,,,,
LOCAL-011801,Calvão,9,22,702.0,128.0,262.0,27.0,62.0,34.0,16.0,21.0,9.0,2.0,1.0,,6.0,5.0,2.0,0.0,,,,
LOCAL-011812,Fonte de Angeão e Covão do Lobo,10,16,748.0,99.0,314.0,27.0,36.0,30.0,15.0,7.0,7.0,2.0,2.0,,6.0,4.0,3.0,3.0,,,,
LOCAL-011804,Gafanha da Boa Hora,17,18,637.0,225.0,322.0,41.0,63.0,29.0,32.0,33.0,20.0,1.0,0.0,,1.0,7.0,3.0,0.0,,,,
LOCAL-011805,Ouca,12,8,551.0,106.0,215.0,18.0,48.0,21.0,12.0,10.0,6.0,1.0,0.0,,1.0,3.0,1.0,1.0,,,,
LOCAL-011813,Ponte de Vagos e Santa Catarina,22,29,917.0,165.0,424.0,31.0,67.0,43.0,20.0,21.0,8.0,4.0,0.0,,4.0,9.0,3.0,0.0,,,,
LOCAL-011810,Santo André de Vagos,18,10,650.0,96.0,284.0,25.0,27.0,28.0,12.0,7.0,8.0,2.0,0.0,,5.0,1.0,3.0,1.0,,,,
LOCAL-011807,Sosa,18,15,710.0,272.0,419.0,26.0,63.0,35.0,26.0,19.0,6.0,3.0,0.0,,3.0,1.0,4.0,1.0,,,,
LOCAL-011814,Vagos e Santo António,35,58,1726.0,659.0,747.0,129.0,219.0,65.0,102.0,65.0,31.0,5.0,3.0,,6.0,20.0,5.0,0.0,,,,
LOCAL-011901,Arões,16,11,361.0,129.0,136.0,13.0,19.0,5.0,6.0,5.0,2.0,1.0,1.0,,5.0,1.0,5.0,2.0,,,,
LOCAL-011903,Cepelos,16,5,386.0,156.0,116.0,27.0,30.0,14.0,6.0,8.0,2.0,0.0,1.0,,4.0,3.0,1.0,0.0,,,,
LOCAL-011905,Junqueira,6,10,332.0,86.0,110.0,7.0,23.0,13.0,6.0,2.0,3.0,0.0,0.0,,4.0,6.0,1.0,0.0,,,,
LOCAL-011906,Macieira de Cambra,57,28,911.0,824.0,489.0,97.0,148.0,37.0,34.0,47.0,26.0,6.0,2.0,,16.0,2.0,4.0,0.0,,,,
LOCAL-011907,Roge,13,5,384.0,290.0,190.0,30.0,51.0,18.0,14.0,12.0,5.0,1.0,1.0,,6.0,6.0,3.0,1.0,,,,
LOCAL-011902,São Pedro de Castelões,59,53,1754.0,1000.0,735.0,142.0,240.0,71.0,85.0,69.0,31.0,4.0,3.0,,28.0,18.0,9.0,1.0,,,,
LOCAL-011910,"Vila Chã, Codal e Vila Cova de Perrinho",50,44,1278.0,854.0,564.0,139.0,171.0,50.0,59.0,66.0,35.0,3.0,0.0,,21.0,12.0,7.0,2.0,,,,
LOCAL-020106,Aljustrel e Rio de Moinhos,39,46,323.0,1091.0,661.0,174.0,60.0,19.0,37.0,37.0,828.0,3.0,2.0,,3.0,6.0,32.0,,,,,
LOCAL-020102,Ervidel,11,7,32.0,182.0,117.0,25.0,2.0,2.0,9.0,11.0,129.0,0.0,0.0,,0.0,0.0,9.0,,,,,
LOCAL-020103,Messejana,12,4,36.0,177.0,123.0,17.0,3.0,7.0,11.0,4.0,85.0,3.0,1.0,,2.0,2.0,8.0,,,,,
LOCAL-020104,São João de Negrilhos,11,9,54.0,337.0,191.0,26.0,10.0,5.0,9.0,6.0,135.0,5.0,0.0,,0.0,1.0,12.0,,,,,
LOCAL-020208,Aldeia dos Fernandes,9,1,60.0,133.0,74.0,14.0,9.0,6.0,6.0,5.0,26.0,1.0,2.0,,2.0,3.0,2.0,,,,,
LOCAL-020209,Almodôvar e Graça dos Padrões,38,25,575.0,716.0,548.0,94.0,50.0,35.0,31.0,30.0,115.0,1.0,2.0,,11.0,4.0,11.0,,,,,
LOCAL-020203,Rosário,6,5,42.0,115.0,101.0,12.0,4.0,7.0,6.0,1.0,30.0,0.0,1.0,,1.0,0.0,4.0,,,,,
LOCAL-020210,Santa Clara-a-Nova e Gomes Aires,11,5,96.0,154.0,98.0,9.0,8.0,9.0,2.0,2.0,20.0,3.0,1.0,,5.0,0.0,4.0,,,,,
LOCAL-020205,Santa Cruz,3,4,57.0,136.0,44.0,10.0,1.0,4.0,7.0,2.0,17.0,1.0,2.0,,1.0,3.0,4.0,,,,,
LOCAL-020206,São Barnabé,1,2,50.0,83.0,27.0,1.0,4.0,7.0,1.0,3.0,5.0,0.0,1.0,,1.0,1.0,0.0,,,,,
LOCAL-020301,Alvito,4,8,127.0,153.0,152.0,54.0,7.0,6.0,6.0,8.0,95.0,0.0,0.0,,4.0,0.0,8.0,,,,,
LOCAL-020302,Vila Nova da Baronia,12,11,85.0,199.0,154.0,30.0,5.0,5.0,13.0,9.0,66.0,1.0,1.0,,3.0,0.0,7.0,,,,,
LOCAL-020401,Barrancos,11,21,123.0,236.0,176.0,23.0,16.0,8.0,6.0,5.0,143.0,1.0,1.0,,1.0,0.0,2.0,,,,,
LOCAL-020519,Albernoa e Trindade,7,6,54.0,131.0,86.0,19.0,13.0,6.0,9.0,11.0,92.0,0.0,0.0,,0.0,1.0,4.0,,,,,
LOCAL-020502,Baleizão,5,1,24.0,147.0,108.0,38.0,5.0,1.0,2.0,3.0,135.0,1.0,0.0,,1.0,0.0,4.0,,,,,
LOCAL-020520,Beja (Salvador e Santa Maria da Feira),65,86,1196.0,1642.0,1267.0,264.0,171.0,55.0,123.0,86.0,735.0,8.0,6.0,,9.0,4.0,20.0,,,,,
LOCAL-020521,Beja (Santiago Maior e São João Baptista),72,107,2021.0,2069.0,1546.0,346.0,238.0,64.0,152.0,104.0,997.0,11.0,6.0,,15.0,2.0,32.0,,,,,
LOCAL-020503,Beringel,12,11,121.0,223.0,141.0,19.0,10.0,7.0,8.0,7.0,113.0,0.0,1.0,,0.0,1.0,1.0,,,,,
LOCAL-020504,Cabeça Gorda,13,3,54.0,240.0,130.0,22.0,7.0,8.0,4.0,9.0,129.0,0.0,0.0,,1.0,0.0,12.0,,,,,
LOCAL-020506,Nossa Senhora das Neves,8,14,74.0,277.0,201.0,27.0,14.0,13.0,12.0,13.0,167.0,3.0,1.0,,1.0,1.0,11.0,,,,,
LOCAL-020522,Salvada e Quintos,6,15,62.0,256.0,126.0,22.0,10.0,2.0,10.0,7.0,169.0,1.0,0.0,,2.0,0.0,9.0,,,,,
LOCAL-020510,Santa Clara de Louredo,4,6,40.0,128.0,61.0,13.0,7.0,4.0,5.0,1.0,102.0,0.0,1.0,,0.0,1.0,4.0,,,,,
LOCAL-020523,Santa Vitória e Mombeja,7,8,37.0,161.0,105.0,27.0,3.0,1.0,6.0,5.0,103.0,2.0,0.0,,1.0,1.0,7.0,,,,,
LOCAL-020516,São Matias,3,3,31.0,106.0,89.0,12.0,8.0,1.0,6.0,3.0,26.0,1.0,0.0,,0.0,0.0,3.0,,,,,
