,territoryName,null_votes,blank_votes,PS,PPD/PSD,CDS-PP,B.E.,CH,A,L,PCP-PEV,PPM,IL,MAS,PAN,PCTP/MRPP,MPT,PDR,PNR,PTP,R.I.R.,NC,PURP,JPP
LOCAL-110803,Moita dos Ferreiros,19,14,190.0,325.0,60.0,40.0,8.0,15.0,9.0,17.0,4.0,4.0,1.0,28.0,3.0,1.0,0.0,3.0,1.0,20.0,0.0,5.0,
LOCAL-110805,Reguengo Grande,21,24,262.0,174.0,19.0,57.0,4.0,5.0,5.0,56.0,0.0,5.0,0.0,19.0,6.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,
LOCAL-110810,Ribamar,35,45,316.0,358.0,59.0,47.0,15.0,9.0,10.0,18.0,3.0,5.0,1.0,31.0,11.0,6.0,1.0,4.0,1.0,12.0,2.0,4.0,
LOCAL-110806,Santa Bárbara,18,34,297.0,338.0,75.0,79.0,24.0,5.0,9.0,28.0,4.0,11.0,2.0,39.0,4.0,5.0,2.0,9.0,0.0,13.0,1.0,1.0,
LOCAL-110814,São Bartolomeu dos Galegos e Moledo,29,28,273.0,226.0,29.0,47.0,10.0,4.0,11.0,21.0,3.0,6.0,3.0,23.0,8.0,2.0,3.0,6.0,5.0,11.0,1.0,1.0,
LOCAL-110808,Vimeiro,25,27,208.0,235.0,38.0,53.0,33.0,8.0,8.0,24.0,1.0,11.0,1.0,21.0,4.0,1.0,1.0,7.0,4.0,5.0,2.0,0.0,
LOCAL-110918,Azueira e Sobral da Abelheira,55,64,937.0,511.0,78.0,126.0,44.0,31.0,25.0,81.0,3.0,14.0,2.0,87.0,12.0,3.0,2.0,4.0,2.0,13.0,6.0,8.0,
LOCAL-110902,Carvoeira,18,31,365.0,255.0,48.0,136.0,20.0,23.0,33.0,77.0,2.0,17.0,3.0,85.0,8.0,6.0,1.0,6.0,3.0,7.0,5.0,2.0,
LOCAL-110904,Encarnação,42,64,588.0,933.0,115.0,153.0,25.0,33.0,28.0,69.0,4.0,27.0,4.0,66.0,15.0,6.0,4.0,3.0,2.0,18.0,3.0,3.0,
LOCAL-110919,"Enxara do Bispo, Gradil e Vila Franca do Rosário",29,57,683.0,414.0,42.0,147.0,20.0,22.0,14.0,90.0,4.0,23.0,3.0,44.0,23.0,3.0,3.0,5.0,1.0,11.0,10.0,2.0,
LOCAL-110906,Ericeira,78,141,1746.0,1342.0,192.0,485.0,106.0,99.0,98.0,259.0,8.0,112.0,4.0,280.0,22.0,14.0,5.0,16.0,0.0,24.0,17.0,15.0,
LOCAL-110920,Igreja Nova e Cheleiros,44,59,799.0,638.0,73.0,171.0,40.0,35.0,21.0,77.0,2.0,38.0,3.0,94.0,12.0,4.0,3.0,15.0,5.0,14.0,7.0,2.0,
LOCAL-110909,Mafra,150,339,3190.0,2231.0,356.0,1037.0,216.0,176.0,142.0,492.0,17.0,182.0,14.0,436.0,63.0,25.0,17.0,32.0,15.0,60.0,27.0,14.0,
LOCAL-110921,Malveira e São Miguel de Alcainça,57,125,1387.0,988.0,150.0,399.0,123.0,62.0,49.0,208.0,3.0,66.0,8.0,191.0,34.0,9.0,6.0,21.0,5.0,27.0,7.0,3.0,
LOCAL-110911,Milharado,68,123,1303.0,933.0,159.0,301.0,87.0,41.0,75.0,171.0,10.0,66.0,7.0,157.0,30.0,14.0,3.0,20.0,3.0,16.0,13.0,8.0,
LOCAL-110913,Santo Isidoro,41,83,730.0,566.0,65.0,152.0,38.0,27.0,34.0,102.0,2.0,44.0,5.0,131.0,9.0,8.0,5.0,11.0,3.0,5.0,4.0,5.0,
LOCAL-110922,Venda do Pinheiro e Santo Estêvão das Galés,100,165,1838.0,1379.0,204.0,424.0,156.0,76.0,77.0,285.0,10.0,95.0,6.0,255.0,33.0,22.0,5.0,23.0,5.0,42.0,7.0,8.0,
LOCAL-111603,Odivelas,480,568,11850.0,6072.0,845.0,2884.0,656.0,313.0,447.0,2001.0,37.0,563.0,47.0,1373.0,218.0,72.0,49.0,150.0,32.0,125.0,90.0,64.0,
LOCAL-111608,Pontinha e Famões,348,337,7224.0,2969.0,479.0,1515.0,389.0,156.0,190.0,1363.0,39.0,186.0,22.0,745.0,172.0,51.0,36.0,93.0,28.0,88.0,46.0,43.0,
LOCAL-111609,Póvoa de Santo Adrião e Olival Basto,150,127,3574.0,1555.0,207.0,831.0,184.0,75.0,105.0,657.0,19.0,123.0,10.0,362.0,72.0,21.0,11.0,48.0,8.0,35.0,23.0,25.0,
LOCAL-111610,Ramada e Caneças,297,420,6686.0,3506.0,506.0,1702.0,553.0,196.0,259.0,1238.0,32.0,285.0,20.0,869.0,148.0,36.0,26.0,117.0,22.0,110.0,41.0,47.0,
LOCAL-111012,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",272,507,8634.0,7510.0,1543.0,2339.0,308.0,421.0,717.0,1793.0,38.0,969.0,11.0,1096.0,111.0,72.0,23.0,68.0,9.0,72.0,79.0,47.0,
LOCAL-111002,Barcarena,100,181,2676.0,1650.0,302.0,737.0,178.0,91.0,132.0,569.0,17.0,206.0,8.0,429.0,55.0,28.0,4.0,37.0,5.0,39.0,15.0,12.0,
LOCAL-111013,Carnaxide e Queijas,244,446,6961.0,4974.0,851.0,1708.0,311.0,276.0,460.0,1263.0,26.0,556.0,12.0,866.0,91.0,52.0,25.0,57.0,15.0,60.0,41.0,38.0,
LOCAL-111014,"Oeiras e S.Julião da Barra, Paço de Arcos e Caxias",379,696,9964.0,8614.0,2018.0,3115.0,421.0,505.0,879.0,1771.0,66.0,1072.0,22.0,1563.0,143.0,77.0,24.0,82.0,22.0,97.0,83.0,54.0,
LOCAL-111009,Porto Salvo,121,197,2861.0,1426.0,241.0,739.0,136.0,111.0,138.0,498.0,8.0,150.0,6.0,354.0,65.0,20.0,19.0,30.0,3.0,40.0,27.0,19.0,
LOCAL-111122,Agualva e Mira-Sintra,282,316,7574.0,2807.0,447.0,1859.0,432.0,162.0,241.0,1343.0,24.0,185.0,23.0,779.0,172.0,40.0,21.0,123.0,23.0,82.0,33.0,39.0,
LOCAL-111102,Algueirão-Mem Martins,474,678,10974.0,5370.0,983.0,3387.0,772.0,353.0,473.0,2151.0,65.0,411.0,39.0,1590.0,267.0,109.0,40.0,174.0,42.0,151.0,83.0,64.0,
LOCAL-111123,"Almargem do Bispo, Pêro Pinheiro e Montelavar",142,200,3346.0,1844.0,284.0,721.0,182.0,55.0,88.0,578.0,16.0,80.0,18.0,342.0,86.0,23.0,17.0,43.0,8.0,56.0,18.0,18.0,
LOCAL-111124,Cacém e São Marcos,280,345,6405.0,2348.0,464.0,1917.0,497.0,170.0,225.0,1209.0,29.0,206.0,22.0,904.0,151.0,57.0,31.0,126.0,32.0,98.0,39.0,33.0,
LOCAL-111115,Casal de Cambra,129,141,2290.0,955.0,183.0,528.0,152.0,39.0,47.0,349.0,7.0,45.0,3.0,280.0,56.0,25.0,10.0,25.0,7.0,40.0,15.0,12.0,
LOCAL-111105,Colares,59,96,1214.0,1078.0,238.0,350.0,65.0,56.0,78.0,204.0,4.0,86.0,5.0,159.0,24.0,12.0,5.0,12.0,5.0,17.0,14.0,7.0,
LOCAL-111125,Massamá e Monte Abraão,291,511,8694.0,4402.0,721.0,2685.0,504.0,278.0,418.0,1797.0,34.0,385.0,32.0,1092.0,164.0,55.0,28.0,116.0,18.0,95.0,51.0,46.0,
LOCAL-111126,Queluz e Belas,408,508,9123.0,4120.0,749.0,2541.0,541.0,291.0,359.0,1901.0,56.0,373.0,27.0,1210.0,196.0,60.0,42.0,156.0,27.0,106.0,61.0,56.0,
LOCAL-111108,Rio de Mouro,355,465,8046.0,3765.0,678.0,2532.0,609.0,231.0,319.0,1658.0,25.0,321.0,31.0,1040.0,203.0,73.0,33.0,164.0,22.0,128.0,60.0,40.0,
LOCAL-111128,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",214,350,4971.0,3757.0,821.0,1443.0,272.0,204.0,313.0,874.0,23.0,436.0,10.0,733.0,98.0,50.0,14.0,91.0,15.0,67.0,40.0,19.0,
LOCAL-111127,São João das Lampas e Terrugem,147,239,2981.0,1962.0,322.0,715.0,164.0,75.0,121.0,448.0,16.0,118.0,15.0,421.0,80.0,34.0,20.0,50.0,7.0,59.0,24.0,20.0,
LOCAL-111201,Santo Quintino,20,39,672.0,285.0,52.0,137.0,18.0,11.0,17.0,270.0,9.0,24.0,2.0,49.0,37.0,4.0,1.0,5.0,1.0,7.0,4.0,0.0,
LOCAL-111202,Sapataria,23,53,530.0,248.0,59.0,104.0,26.0,12.0,19.0,165.0,3.0,23.0,5.0,52.0,29.0,6.0,5.0,4.0,4.0,18.0,1.0,6.0,
LOCAL-111203,Sobral de Monte Agraço,35,43,626.0,343.0,59.0,159.0,24.0,12.0,25.0,254.0,5.0,20.0,2.0,49.0,28.0,4.0,3.0,12.0,0.0,12.0,5.0,4.0,
LOCAL-111321,A dos Cunhados e Maceira,115,164,1579.0,1460.0,221.0,463.0,121.0,72.0,51.0,219.0,12.0,52.0,14.0,182.0,49.0,16.0,19.0,34.0,13.0,39.0,14.0,11.0,
LOCAL-111322,Campelos e Outeiro da Cabeça,35,42,549.0,498.0,75.0,127.0,74.0,12.0,9.0,64.0,5.0,5.0,6.0,57.0,21.0,3.0,6.0,5.0,2.0,10.0,1.0,6.0,
LOCAL-111323,Carvoeira e Carmões,32,23,522.0,212.0,33.0,102.0,13.0,12.0,14.0,124.0,3.0,15.0,0.0,35.0,15.0,2.0,3.0,3.0,5.0,4.0,4.0,1.0,
LOCAL-111324,Dois Portos e Runa,25,41,519.0,275.0,46.0,158.0,24.0,7.0,12.0,149.0,5.0,16.0,3.0,39.0,28.0,5.0,2.0,3.0,1.0,2.0,5.0,3.0,
LOCAL-111306,Freiria,27,45,446.0,362.0,63.0,82.0,26.0,16.0,8.0,33.0,6.0,6.0,2.0,33.0,9.0,2.0,4.0,2.0,0.0,8.0,5.0,0.0,
LOCAL-111325,Maxial e Monte Redondo,43,32,767.0,300.0,53.0,124.0,16.0,10.0,20.0,117.0,1.0,7.0,0.0,29.0,16.0,4.0,3.0,5.0,3.0,8.0,0.0,1.0,
LOCAL-111310,Ponte do Rol,25,40,485.0,328.0,49.0,88.0,28.0,20.0,10.0,54.0,2.0,15.0,1.0,33.0,6.0,6.0,7.0,2.0,5.0,5.0,1.0,2.0,
LOCAL-111311,Ramalhal,51,77,646.0,352.0,57.0,170.0,38.0,18.0,19.0,117.0,4.0,18.0,2.0,49.0,20.0,11.0,6.0,5.0,0.0,15.0,10.0,4.0,
LOCAL-111326,"Santa Maria, São Pedro e Matacães",227,411,4583.0,3206.0,528.0,1400.0,203.0,250.0,201.0,950.0,26.0,212.0,15.0,516.0,148.0,45.0,22.0,43.0,18.0,77.0,31.0,28.0,
LOCAL-111314,São Pedro da Cadeira,54,77,979.0,589.0,98.0,180.0,23.0,24.0,21.0,92.0,11.0,28.0,4.0,84.0,30.0,3.0,4.0,12.0,5.0,23.0,5.0,3.0,
LOCAL-111316,Silveira,89,151,1487.0,1232.0,205.0,438.0,91.0,67.0,67.0,197.0,7.0,69.0,2.0,177.0,38.0,18.0,8.0,18.0,9.0,27.0,12.0,7.0,
LOCAL-111317,Turcifal,29,31,671.0,358.0,69.0,148.0,28.0,21.0,16.0,108.0,5.0,36.0,1.0,53.0,16.0,8.0,6.0,13.0,1.0,9.0,1.0,3.0,
LOCAL-111318,Ventosa,39,84,1032.0,690.0,145.0,152.0,35.0,19.0,27.0,90.0,5.0,22.0,2.0,57.0,17.0,5.0,4.0,5.0,2.0,9.0,6.0,1.0,
LOCAL-111412,"Alhandra, São João dos Montes e Calhandriz",102,161,2514.0,876.0,143.0,686.0,132.0,34.0,93.0,1145.0,7.0,55.0,9.0,222.0,91.0,13.0,22.0,21.0,6.0,28.0,13.0,7.0,
LOCAL-111413,Alverca do Ribatejo e Sobralinho,248,417,7168.0,2659.0,475.0,1966.0,348.0,135.0,324.0,2498.0,24.0,276.0,19.0,789.0,204.0,40.0,35.0,75.0,19.0,90.0,38.0,39.0,
LOCAL-111414,Castanheira do Ribatejo e Cachoeiras,56,100,1478.0,469.0,110.0,386.0,63.0,21.0,40.0,536.0,3.0,43.0,5.0,119.0,45.0,9.0,9.0,19.0,2.0,12.0,8.0,5.0,
LOCAL-111415,Póvoa de Santa Iria e Forte da Casa,369,465,7827.0,3256.0,493.0,2367.0,604.0,204.0,329.0,2022.0,24.0,275.0,33.0,1074.0,182.0,57.0,63.0,106.0,32.0,116.0,60.0,28.0,
LOCAL-111408,Vialonga,141,206,3684.0,1165.0,203.0,1064.0,324.0,67.0,123.0,1387.0,15.0,113.0,12.0,438.0,114.0,21.0,33.0,58.0,16.0,50.0,18.0,26.0,
LOCAL-111409,Vila Franca de Xira,104,217,3235.0,1489.0,303.0,872.0,152.0,102.0,139.0,1178.0,12.0,112.0,4.0,252.0,114.0,18.0,13.0,33.0,1.0,34.0,16.0,18.0,
LOCAL-310101,Arco da Calheta,32,10,342.0,1004.0,133.0,65.0,9.0,3.0,4.0,9.0,4.0,3.0,,25.0,3.0,2.0,5.0,3.0,15.0,14.0,1.0,9.0,28.0
LOCAL-310102,Calheta,44,7,375.0,961.0,140.0,70.0,12.0,0.0,9.0,19.0,2.0,11.0,,17.0,7.0,4.0,1.0,1.0,10.0,19.0,1.0,7.0,29.0
LOCAL-310103,Estreito da Calheta,13,3,161.0,473.0,58.0,21.0,5.0,0.0,1.0,4.0,0.0,1.0,,11.0,4.0,0.0,2.0,1.0,6.0,5.0,1.0,4.0,8.0
LOCAL-310104,Fajã da Ovelha,9,5,104.0,236.0,97.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,2.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,3.0
LOCAL-310105,Jardim do Mar,2,3,56.0,63.0,7.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0
LOCAL-310106,Paul do Mar,6,0,36.0,142.0,59.0,10.0,1.0,1.0,2.0,5.0,0.0,1.0,,3.0,2.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,1.0
LOCAL-310107,Ponta do Pargo,8,3,109.0,274.0,65.0,10.0,1.0,3.0,1.0,4.0,2.0,1.0,,6.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0
LOCAL-310108,Prazeres,6,1,82.0,256.0,27.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0
LOCAL-310201,Câmara de Lobos,103,27,1973.0,2899.0,517.0,353.0,57.0,42.0,25.0,169.0,6.0,39.0,,138.0,44.0,33.0,39.0,15.0,89.0,94.0,12.0,46.0,162.0
LOCAL-310202,Curral das Freiras,21,5,151.0,529.0,52.0,10.0,6.0,17.0,8.0,41.0,3.0,0.0,,18.0,10.0,3.0,3.0,1.0,10.0,9.0,3.0,8.0,6.0
LOCAL-310203,Estreito de Câmara de Lobos,119,29,1154.0,2350.0,403.0,200.0,23.0,21.0,16.0,81.0,8.0,14.0,,73.0,37.0,34.0,16.0,9.0,45.0,67.0,10.0,29.0,78.0
LOCAL-310205,Jardim da Serra,32,10,553.0,560.0,88.0,53.0,11.0,7.0,3.0,34.0,5.0,8.0,,18.0,15.0,15.0,8.0,3.0,21.0,30.0,2.0,23.0,15.0
LOCAL-310204,Quinta Grande,18,4,272.0,467.0,82.0,25.0,9.0,12.0,3.0,11.0,2.0,1.0,,21.0,5.0,13.0,6.0,0.0,13.0,9.0,1.0,5.0,27.0
LOCAL-310303,Funchal (Santa Luzia),38,16,963.0,1115.0,192.0,190.0,14.0,16.0,13.0,102.0,1.0,41.0,,72.0,7.0,8.0,3.0,3.0,16.0,20.0,8.0,11.0,86.0
LOCAL-310304,Funchal (Santa Maria Maior),85,32,2551.0,2151.0,344.0,436.0,40.0,34.0,34.0,174.0,10.0,74.0,,162.0,54.0,16.0,23.0,9.0,79.0,40.0,20.0,42.0,198.0
LOCAL-310308,Funchal (São Pedro),63,27,1359.0,1237.0,204.0,244.0,28.0,13.0,16.0,127.0,5.0,40.0,,85.0,17.0,12.0,9.0,4.0,23.0,30.0,4.0,13.0,90.0
LOCAL-310310,Funchal (Sé),15,9,461.0,604.0,87.0,76.0,8.0,4.0,11.0,42.0,1.0,20.0,,26.0,3.0,7.0,1.0,0.0,9.0,5.0,1.0,10.0,17.0
LOCAL-310301,Imaculado Coração de Maria,30,6,1116.0,1000.0,191.0,170.0,18.0,12.0,14.0,92.0,7.0,34.0,,72.0,23.0,6.0,8.0,6.0,30.0,21.0,2.0,25.0,83.0
LOCAL-310302,Monte,49,17,1034.0,1116.0,148.0,191.0,19.0,10.0,9.0,86.0,6.0,27.0,,69.0,41.0,17.0,7.0,5.0,32.0,33.0,6.0,17.0,60.0
LOCAL-310305,Santo António,251,75,4872.0,4340.0,734.0,842.0,132.0,77.0,46.0,433.0,20.0,93.0,,331.0,86.0,47.0,75.0,22.0,136.0,170.0,21.0,88.0,341.0
LOCAL-310306,São Gonçalo,63,12,1102.0,989.0,145.0,179.0,16.0,18.0,7.0,81.0,4.0,23.0,,46.0,20.0,7.0,5.0,5.0,23.0,26.0,1.0,12.0,113.0
LOCAL-310307,São Martinho,228,72,4608.0,4834.0,802.0,904.0,71.0,91.0,63.0,352.0,18.0,165.0,,310.0,67.0,47.0,57.0,19.0,111.0,87.0,14.0,61.0,371.0
LOCAL-310309,São Roque,70,26,1650.0,1711.0,233.0,254.0,37.0,35.0,13.0,124.0,3.0,36.0,,83.0,43.0,22.0,21.0,2.0,56.0,73.0,10.0,25.0,139.0
LOCAL-310401,Água de Pena,26,10,548.0,383.0,46.0,71.0,18.0,9.0,4.0,13.0,0.0,2.0,,19.0,4.0,2.0,1.0,2.0,10.0,10.0,1.0,6.0,63.0
LOCAL-310402,Caniçal,25,10,946.0,488.0,58.0,59.0,13.0,5.0,1.0,9.0,1.0,3.0,,16.0,10.0,5.0,1.0,5.0,2.0,6.0,2.0,6.0,59.0
LOCAL-310403,Machico,71,32,2763.0,1447.0,152.0,288.0,39.0,11.0,15.0,67.0,15.0,23.0,,78.0,23.0,10.0,12.0,11.0,49.0,30.0,1.0,21.0,146.0
LOCAL-310404,Porto da Cruz,41,5,524.0,445.0,45.0,71.0,3.0,12.0,2.0,14.0,0.0,6.0,,12.0,6.0,5.0,2.0,12.0,16.0,35.0,2.0,7.0,46.0
LOCAL-310405,Santo António da Serra,10,2,212.0,291.0,28.0,28.0,2.0,0.0,2.0,13.0,2.0,1.0,,6.0,5.0,2.0,1.0,0.0,4.0,8.0,0.0,2.0,61.0
LOCAL-310501,Canhas,34,7,487.0,1052.0,195.0,46.0,4.0,6.0,6.0,13.0,4.0,10.0,,22.0,5.0,3.0,0.0,7.0,11.0,21.0,2.0,8.0,32.0
LOCAL-310502,Madalena do Mar,4,4,96.0,127.0,24.0,12.0,3.0,1.0,1.0,2.0,0.0,5.0,,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0
LOCAL-310503,Ponta do Sol,52,6,687.0,1054.0,264.0,83.0,12.0,8.0,11.0,21.0,1.0,13.0,,29.0,10.0,8.0,4.0,2.0,18.0,15.0,3.0,15.0,36.0
LOCAL-310601,Achadas da Cruz,2,1,68.0,38.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOCAL-310602,Porto Moniz,12,2,577.0,487.0,29.0,16.0,6.0,1.0,3.0,0.0,0.0,3.0,,6.0,3.0,0.0,2.0,0.0,1.0,4.0,0.0,1.0,7.0
LOCAL-310603,Ribeira da Janela,8,3,64.0,73.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
LOCAL-310604,Seixal,4,2,210.0,225.0,11.0,3.0,0.0,0.0,0.0,4.0,0.0,2.0,,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
LOCAL-320101,Porto Santo,45,18,1382.0,858.0,92.0,107.0,44.0,8.0,6.0,28.0,5.0,19.0,,35.0,4.0,8.0,0.0,3.0,22.0,5.0,2.0,9.0,23.0
LOCAL-310701,Campanário,54,12,504.0,1105.0,140.0,73.0,20.0,12.0,4.0,24.0,1.0,10.0,,40.0,15.0,12.0,8.0,1.0,19.0,20.0,4.0,59.0,47.0
LOCAL-310702,Ribeira Brava,97,18,916.0,1557.0,225.0,139.0,21.0,20.0,16.0,62.0,1.0,13.0,,61.0,19.0,16.0,7.0,6.0,30.0,26.0,7.0,62.0,83.0
LOCAL-310703,Serra de Água,11,2,178.0,276.0,36.0,16.0,5.0,1.0,1.0,10.0,0.0,3.0,,4.0,10.0,3.0,3.0,0.0,2.0,4.0,0.0,6.0,8.0
LOCAL-310704,Tabua,10,4,147.0,263.0,40.0,12.0,1.0,5.0,3.0,5.0,0.0,3.0,,10.0,3.0,1.0,1.0,0.0,6.0,10.0,0.0,6.0,16.0
LOCAL-310802,Camacha,59,33,1014.0,1081.0,179.0,184.0,29.0,4.0,12.0,49.0,6.0,11.0,,69.0,21.0,20.0,5.0,4.0,35.0,30.0,8.0,31.0,766.0
LOCAL-310803,Caniço,211,64,3427.0,3165.0,564.0,746.0,100.0,76.0,56.0,219.0,7.0,108.0,,248.0,84.0,33.0,41.0,15.0,103.0,104.0,22.0,57.0,1762.0
LOCAL-310804,Gaula,20,11,420.0,469.0,62.0,82.0,10.0,5.0,11.0,28.0,4.0,6.0,,11.0,10.0,2.0,16.0,1.0,16.0,10.0,0.0,9.0,858.0
LOCAL-310805,Santa Cruz,53,15,1036.0,898.0,104.0,160.0,30.0,9.0,5.0,60.0,4.0,9.0,,29.0,23.0,7.0,22.0,7.0,43.0,18.0,3.0,17.0,927.0
LOCAL-310806,Santo António da Serra,2,3,100.0,124.0,14.0,17.0,4.0,1.0,4.0,2.0,1.0,4.0,,7.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,205.0
LOCAL-310901,Arco de São Jorge,2,0,84.0,106.0,25.0,12.0,1.0,0.0,0.0,3.0,0.0,0.0,,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0
LOCAL-310902,Faial,19,1,212.0,367.0,75.0,34.0,6.0,3.0,5.0,5.0,2.0,3.0,,4.0,6.0,2.0,1.0,5.0,8.0,8.0,0.0,3.0,15.0
LOCAL-310906,Ilha,1,2,30.0,65.0,25.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
LOCAL-310903,Santana,37,11,498.0,550.0,276.0,65.0,9.0,2.0,4.0,12.0,6.0,10.0,,21.0,10.0,9.0,3.0,2.0,20.0,6.0,3.0,5.0,34.0
LOCAL-310904,São Jorge,13,5,204.0,315.0,135.0,31.0,1.0,1.0,2.0,19.0,2.0,8.0,,8.0,10.0,3.0,1.0,1.0,10.0,9.0,0.0,10.0,13.0
LOCAL-310905,São Roque do Faial,2,0,117.0,194.0,36.0,11.0,1.0,2.0,0.0,8.0,1.0,2.0,,4.0,0.0,0.0,4.0,2.0,2.0,3.0,0.0,1.0,3.0
LOCAL-311001,Boa Ventura,17,4,146.0,338.0,36.0,11.0,2.0,2.0,1.0,3.0,2.0,1.0,,3.0,3.0,5.0,5.0,2.0,3.0,4.0,3.0,4.0,7.0
LOCAL-311002,Ponta Delgada,14,4,191.0,309.0,28.0,45.0,2.0,3.0,1.0,2.0,0.0,3.0,,6.0,2.0,1.0,4.0,1.0,6.0,8.0,3.0,4.0,8.0
LOCAL-311003,São Vicente,31,7,501.0,770.0,95.0,63.0,6.0,5.0,3.0,14.0,4.0,5.0,,16.0,8.0,8.0,6.0,0.0,8.0,16.0,1.0,11.0,26.0
LOCAL-120101,Alter do Chão,16,17,363.0,277.0,68.0,84.0,29.0,11.0,3.0,93.0,,4.0,,13.0,9.0,0.0,1.0,4.0,0.0,6.0,,0.0,
LOCAL-120102,Chancelaria,4,2,115.0,35.0,14.0,6.0,3.0,2.0,0.0,18.0,,0.0,,2.0,3.0,0.0,0.0,3.0,1.0,0.0,,0.0,
LOCAL-120104,Cunheira,5,1,97.0,19.0,2.0,10.0,3.0,0.0,1.0,15.0,,1.0,,2.0,2.0,0.0,0.0,0.0,0.0,2.0,,1.0,
LOCAL-120103,Seda,2,3,67.0,17.0,7.0,23.0,0.0,0.0,1.0,67.0,,1.0,,3.0,4.0,0.0,0.0,1.0,1.0,0.0,,0.0,
LOCAL-120201,Assunção,20,37,360.0,271.0,59.0,53.0,26.0,0.0,9.0,72.0,,2.0,,15.0,12.0,1.0,0.0,3.0,1.0,4.0,,0.0,
LOCAL-120202,Esperança,8,3,147.0,77.0,6.0,27.0,4.0,1.0,0.0,13.0,,1.0,,3.0,3.0,1.0,0.0,0.0,1.0,2.0,,1.0,
LOCAL-120203,Mosteiros,5,0,82.0,38.0,7.0,17.0,6.0,0.0,1.0,13.0,,0.0,,4.0,4.0,0.0,0.0,1.0,0.0,3.0,,0.0,
LOCAL-120309,Alcórrego e Maranhão,3,6,39.0,12.0,6.0,16.0,7.0,1.0,0.0,153.0,,1.0,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,
LOCAL-120302,Aldeia Velha,6,0,32.0,21.0,3.0,5.0,5.0,0.0,0.0,76.0,,0.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,1.0,
LOCAL-120303,Avis,16,23,274.0,92.0,14.0,64.0,12.0,3.0,9.0,269.0,,4.0,,23.0,15.0,4.0,0.0,4.0,2.0,7.0,,2.0,
LOCAL-120310,Benavila e Valongo,6,10,176.0,63.0,8.0,29.0,10.0,1.0,5.0,179.0,,6.0,,3.0,11.0,0.0,0.0,1.0,0.0,2.0,,0.0,
LOCAL-120305,Ervedal,3,3,85.0,46.0,5.0,11.0,4.0,1.0,0.0,113.0,,0.0,,0.0,9.0,0.0,0.0,0.0,0.0,1.0,,0.0,
LOCAL-120306,Figueira e Barros,3,7,53.0,21.0,0.0,8.0,0.0,1.0,3.0,69.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,
LOCAL-120401,Nossa Senhora da Expectação,25,27,835.0,181.0,55.0,202.0,38.0,2.0,14.0,261.0,,6.0,,29.0,20.0,4.0,2.0,6.0,3.0,3.0,,2.0,
LOCAL-120402,Nossa Senhora da Graça dos Degolados,12,4,158.0,18.0,0.0,21.0,4.0,1.0,0.0,49.0,,0.0,,3.0,1.0,0.0,4.0,3.0,1.0,1.0,,0.0,
LOCAL-120403,São João Baptista,43,24,911.0,167.0,34.0,173.0,20.0,3.0,14.0,287.0,,5.0,,31.0,25.0,2.0,3.0,6.0,2.0,9.0,,0.0,
LOCAL-120501,Nossa Senhora da Graça de Póvoa e Meadas,5,6,157.0,55.0,1.0,19.0,0.0,1.0,3.0,28.0,,1.0,,5.0,3.0,1.0,0.0,0.0,0.0,0.0,,0.0,
LOCAL-120502,Santa Maria da Devesa,16,13,321.0,276.0,28.0,59.0,12.0,0.0,6.0,39.0,,4.0,,16.0,8.0,0.0,1.0,0.0,1.0,3.0,,1.0,
LOCAL-120503,Santiago Maior,4,1,66.0,58.0,6.0,8.0,2.0,0.0,0.0,2.0,,0.0,,3.0,1.0,1.0,0.0,0.0,0.0,2.0,,0.0,
LOCAL-120504,São João Baptista,13,21,178.0,147.0,6.0,32.0,1.0,4.0,3.0,16.0,,1.0,,8.0,7.0,0.0,0.0,0.0,0.0,4.0,,0.0,
